21	31	0	2	2	1	1	1
65	32	0	2	2	1	1	2
64	33	0	2	2	1	1	3
22	34	0	2	2	1	1	4
64	73	0	2	2	1	1	5
21	74	0	2	2	1	1	6
24	75	0	2	2	1	1	7
63	76	0	2	2	1	1	8
23	31	0	2	2	1	2	9
66	32	0	2	2	1	2	10
24	33	0	2	2	1	2	11
22	34	0	2	2	1	2	12
64	73	0	2	2	1	2	13
64	74	0	2	2	1	2	14
23	75	0	2	2	1	2	15
66	76	0	2	2	1	2	16
22	31	0	2	2	1	3	17
65	32	0	2	2	1	3	18
63	33	0	2	2	1	3	19
65	34	0	2	2	1	3	20
24	73	0	2	2	1	3	21
63	74	0	2	2	1	3	22
66	75	0	2	2	1	3	23
66	76	0	2	2	1	3	24
23	31	0	2	2	1	4	25
23	32	0	2	2	1	4	26
22	33	0	2	2	1	4	27
22	34	0	2	2	1	4	28
63	73	0	2	2	1	4	29
23	74	0	2	2	1	4	30
66	75	0	2	2	1	4	31
21	76	0	2	2	1	4	32
24	31	0	2	2	1	5	33
23	32	0	2	2	1	5	34
65	33	0	2	2	1	5	35
22	34	0	2	2	1	5	36
65	73	0	2	2	1	5	37
64	74	0	2	2	1	5	38
65	75	0	2	2	1	5	39
24	76	0	2	2	1	5	40
66	31	0	2	2	1	6	41
64	32	0	2	2	1	6	42
22	33	0	2	2	1	6	43
65	34	0	2	2	1	6	44
66	73	0	2	2	1	6	45
63	74	0	2	2	1	6	46
24	75	0	2	2	1	6	47
24	76	0	2	2	1	6	48
21	31	0	2	2	1	7	49
63	32	0	2	2	1	7	50
21	33	0	2	2	1	7	51
21	34	0	2	2	1	7	52
64	73	0	2	2	1	7	53
63	74	0	2	2	1	7	54
21	75	0	2	2	1	7	55
23	76	0	2	2	1	7	56
