22	31	0	2	2	1	1	1
66	32	0	2	2	1	1	2
64	33	0	2	2	1	1	3
24	34	0	2	2	1	1	4
24	73	0	2	2	1	1	5
66	74	0	2	2	1	1	6
24	75	0	2	2	1	1	7
21	76	0	2	2	1	1	8
63	31	0	2	2	1	2	9
65	32	0	2	2	1	2	10
65	33	0	2	2	1	2	11
66	34	0	2	2	1	2	12
65	73	0	2	2	1	2	13
63	74	0	2	2	1	2	14
23	75	0	2	2	1	2	15
22	76	0	2	2	1	2	16
21	31	0	2	2	1	3	17
64	32	0	2	2	1	3	18
24	33	0	2	2	1	3	19
64	34	0	2	2	1	3	20
63	73	0	2	2	1	3	21
24	74	0	2	2	1	3	22
65	75	0	2	2	1	3	23
63	76	0	2	2	1	3	24
64	31	0	2	2	1	4	25
65	32	0	2	2	1	4	26
24	33	0	2	2	1	4	27
21	34	0	2	2	1	4	28
65	73	0	2	2	1	4	29
65	74	0	2	2	1	4	30
22	75	0	2	2	1	4	31
22	76	0	2	2	1	4	32
22	31	0	2	2	1	5	33
23	32	0	2	2	1	5	34
63	33	0	2	2	1	5	35
64	34	0	2	2	1	5	36
24	73	0	2	2	1	5	37
21	74	0	2	2	1	5	38
23	75	0	2	2	1	5	39
23	76	0	2	2	1	5	40
63	31	0	2	2	1	6	41
64	32	0	2	2	1	6	42
22	33	0	2	2	1	6	43
66	34	0	2	2	1	6	44
23	73	0	2	2	1	6	45
21	74	0	2	2	1	6	46
66	75	0	2	2	1	6	47
66	76	0	2	2	1	6	48
66	31	0	2	2	1	7	49
63	32	0	2	2	1	7	50
23	33	0	2	2	1	7	51
64	34	0	2	2	1	7	52
21	73	0	2	2	1	7	53
23	74	0	2	2	1	7	54
22	75	0	2	2	1	7	55
21	76	0	2	2	1	7	56
