66	31	0	2	2	1	1	1
24	32	0	2	2	1	1	2
64	33	0	2	2	1	1	3
66	34	0	2	2	1	1	4
21	73	0	2	2	1	1	5
22	74	0	2	2	1	1	6
21	75	0	2	2	1	1	7
65	76	0	2	2	1	1	8
21	31	0	2	2	1	2	9
65	32	0	2	2	1	2	10
21	33	0	2	2	1	2	11
66	34	0	2	2	1	2	12
65	73	0	2	2	1	2	13
64	74	0	2	2	1	2	14
22	75	0	2	2	1	2	15
23	76	0	2	2	1	2	16
24	31	0	2	2	1	3	17
21	32	0	2	2	1	3	18
63	33	0	2	2	1	3	19
65	34	0	2	2	1	3	20
65	73	0	2	2	1	3	21
23	74	0	2	2	1	3	22
24	75	0	2	2	1	3	23
23	76	0	2	2	1	3	24
22	31	0	2	2	1	4	25
21	32	0	2	2	1	4	26
63	33	0	2	2	1	4	27
64	34	0	2	2	1	4	28
22	73	0	2	2	1	4	29
66	74	0	2	2	1	4	30
22	75	0	2	2	1	4	31
65	76	0	2	2	1	4	32
64	31	0	2	2	1	5	33
23	32	0	2	2	1	5	34
64	33	0	2	2	1	5	35
66	34	0	2	2	1	5	36
65	73	0	2	2	1	5	37
63	74	0	2	2	1	5	38
63	75	0	2	2	1	5	39
23	76	0	2	2	1	5	40
63	31	0	2	2	1	6	41
23	32	0	2	2	1	6	42
64	33	0	2	2	1	6	43
24	34	0	2	2	1	6	44
22	73	0	2	2	1	6	45
24	74	0	2	2	1	6	46
63	75	0	2	2	1	6	47
22	76	0	2	2	1	6	48
24	31	0	2	2	1	7	49
24	32	0	2	2	1	7	50
66	33	0	2	2	1	7	51
21	34	0	2	2	1	7	52
66	73	0	2	2	1	7	53
23	74	0	2	2	1	7	54
64	75	0	2	2	1	7	55
63	76	0	2	2	1	7	56
