21	31	0	2	2	1	1	1
23	32	0	2	2	1	1	2
21	33	0	2	2	1	1	3
64	34	0	2	2	1	1	4
24	73	0	2	2	1	1	5
65	74	0	2	2	1	1	6
66	75	0	2	2	1	1	7
24	76	0	2	2	1	1	8
23	31	0	2	2	1	2	9
66	32	0	2	2	1	2	10
24	33	0	2	2	1	2	11
66	34	0	2	2	1	2	12
23	73	0	2	2	1	2	13
23	74	0	2	2	1	2	14
21	75	0	2	2	1	2	15
64	76	0	2	2	1	2	16
66	31	0	2	2	1	3	17
63	32	0	2	2	1	3	18
23	33	0	2	2	1	3	19
24	34	0	2	2	1	3	20
23	73	0	2	2	1	3	21
65	74	0	2	2	1	3	22
66	75	0	2	2	1	3	23
23	76	0	2	2	1	3	24
63	31	0	2	2	1	4	25
21	32	0	2	2	1	4	26
24	33	0	2	2	1	4	27
65	34	0	2	2	1	4	28
22	73	0	2	2	1	4	29
22	74	0	2	2	1	4	30
24	75	0	2	2	1	4	31
63	76	0	2	2	1	4	32
22	31	0	2	2	1	5	33
65	32	0	2	2	1	5	34
24	33	0	2	2	1	5	35
63	34	0	2	2	1	5	36
21	73	0	2	2	1	5	37
21	74	0	2	2	1	5	38
64	75	0	2	2	1	5	39
22	76	0	2	2	1	5	40
65	31	0	2	2	1	6	41
66	32	0	2	2	1	6	42
63	33	0	2	2	1	6	43
63	34	0	2	2	1	6	44
66	73	0	2	2	1	6	45
65	74	0	2	2	1	6	46
64	75	0	2	2	1	6	47
22	76	0	2	2	1	6	48
22	31	0	2	2	1	7	49
22	32	0	2	2	1	7	50
64	33	0	2	2	1	7	51
63	34	0	2	2	1	7	52
64	73	0	2	2	1	7	53
21	74	0	2	2	1	7	54
64	75	0	2	2	1	7	55
65	76	0	2	2	1	7	56
