23	31	0	2	2	1	1	1
65	32	0	2	2	1	1	2
23	33	0	2	2	1	1	3
65	34	0	2	2	1	1	4
24	73	0	2	2	1	1	5
66	74	0	2	2	1	1	6
23	75	0	2	2	1	1	7
64	76	0	2	2	1	1	8
65	31	0	2	2	1	2	9
63	32	0	2	2	1	2	10
22	33	0	2	2	1	2	11
23	34	0	2	2	1	2	12
63	73	0	2	2	1	2	13
63	74	0	2	2	1	2	14
65	75	0	2	2	1	2	15
24	76	0	2	2	1	2	16
63	31	0	2	2	1	3	17
63	32	0	2	2	1	3	18
64	33	0	2	2	1	3	19
23	34	0	2	2	1	3	20
21	73	0	2	2	1	3	21
66	74	0	2	2	1	3	22
24	75	0	2	2	1	3	23
65	76	0	2	2	1	3	24
24	31	0	2	2	1	4	25
66	32	0	2	2	1	4	26
21	33	0	2	2	1	4	27
21	34	0	2	2	1	4	28
21	73	0	2	2	1	4	29
23	74	0	2	2	1	4	30
66	75	0	2	2	1	4	31
64	76	0	2	2	1	4	32
65	31	0	2	2	1	5	33
22	32	0	2	2	1	5	34
22	33	0	2	2	1	5	35
22	34	0	2	2	1	5	36
66	73	0	2	2	1	5	37
24	74	0	2	2	1	5	38
24	75	0	2	2	1	5	39
63	76	0	2	2	1	5	40
23	31	0	2	2	1	6	41
66	32	0	2	2	1	6	42
22	33	0	2	2	1	6	43
22	34	0	2	2	1	6	44
66	73	0	2	2	1	6	45
24	74	0	2	2	1	6	46
63	75	0	2	2	1	6	47
64	76	0	2	2	1	6	48
21	31	0	2	2	1	7	49
64	32	0	2	2	1	7	50
64	33	0	2	2	1	7	51
22	34	0	2	2	1	7	52
65	73	0	2	2	1	7	53
21	74	0	2	2	1	7	54
64	75	0	2	2	1	7	55
21	76	0	2	2	1	7	56
