63	31	0	2	2	1	1	1
22	32	0	2	2	1	1	2
65	33	0	2	2	1	1	3
22	34	0	2	2	1	1	4
23	73	0	2	2	1	1	5
24	74	0	2	2	1	1	6
63	75	0	2	2	1	1	7
64	76	0	2	2	1	1	8
64	31	0	2	2	1	2	9
22	32	0	2	2	1	2	10
21	33	0	2	2	1	2	11
65	34	0	2	2	1	2	12
23	73	0	2	2	1	2	13
64	74	0	2	2	1	2	14
22	75	0	2	2	1	2	15
65	76	0	2	2	1	2	16
24	31	0	2	2	1	3	17
22	32	0	2	2	1	3	18
21	33	0	2	2	1	3	19
63	34	0	2	2	1	3	20
65	73	0	2	2	1	3	21
65	74	0	2	2	1	3	22
23	75	0	2	2	1	3	23
22	76	0	2	2	1	3	24
21	31	0	2	2	1	4	25
63	32	0	2	2	1	4	26
64	33	0	2	2	1	4	27
24	34	0	2	2	1	4	28
66	73	0	2	2	1	4	29
63	74	0	2	2	1	4	30
21	75	0	2	2	1	4	31
64	76	0	2	2	1	4	32
66	31	0	2	2	1	5	33
23	32	0	2	2	1	5	34
66	33	0	2	2	1	5	35
23	34	0	2	2	1	5	36
63	73	0	2	2	1	5	37
66	74	0	2	2	1	5	38
23	75	0	2	2	1	5	39
24	76	0	2	2	1	5	40
21	31	0	2	2	1	6	41
24	32	0	2	2	1	6	42
64	33	0	2	2	1	6	43
66	34	0	2	2	1	6	44
21	73	0	2	2	1	6	45
65	74	0	2	2	1	6	46
65	75	0	2	2	1	6	47
22	76	0	2	2	1	6	48
63	31	0	2	2	1	7	49
64	32	0	2	2	1	7	50
24	33	0	2	2	1	7	51
66	34	0	2	2	1	7	52
21	73	0	2	2	1	7	53
23	74	0	2	2	1	7	54
66	75	0	2	2	1	7	55
24	76	0	2	2	1	7	56
