24	31	0	2	2	1	1	1
63	32	0	2	2	1	1	2
66	33	0	2	2	1	1	3
63	34	0	2	2	1	1	4
23	73	0	2	2	1	1	5
63	74	0	2	2	1	1	6
64	75	0	2	2	1	1	7
65	76	0	2	2	1	1	8
21	31	0	2	2	1	2	9
24	32	0	2	2	1	2	10
22	33	0	2	2	1	2	11
65	34	0	2	2	1	2	12
21	73	0	2	2	1	2	13
64	74	0	2	2	1	2	14
64	75	0	2	2	1	2	15
21	76	0	2	2	1	2	16
66	31	0	2	2	1	3	17
63	32	0	2	2	1	3	18
23	33	0	2	2	1	3	19
22	34	0	2	2	1	3	20
66	73	0	2	2	1	3	21
23	74	0	2	2	1	3	22
63	75	0	2	2	1	3	23
64	76	0	2	2	1	3	24
63	31	0	2	2	1	4	25
65	32	0	2	2	1	4	26
22	33	0	2	2	1	4	27
64	34	0	2	2	1	4	28
64	73	0	2	2	1	4	29
23	74	0	2	2	1	4	30
22	75	0	2	2	1	4	31
65	76	0	2	2	1	4	32
22	31	0	2	2	1	5	33
21	32	0	2	2	1	5	34
65	33	0	2	2	1	5	35
65	34	0	2	2	1	5	36
24	73	0	2	2	1	5	37
64	74	0	2	2	1	5	38
22	75	0	2	2	1	5	39
66	76	0	2	2	1	5	40
24	31	0	2	2	1	6	41
66	32	0	2	2	1	6	42
21	33	0	2	2	1	6	43
23	34	0	2	2	1	6	44
22	73	0	2	2	1	6	45
65	74	0	2	2	1	6	46
21	75	0	2	2	1	6	47
23	76	0	2	2	1	6	48
24	31	0	2	2	1	7	49
23	32	0	2	2	1	7	50
21	33	0	2	2	1	7	51
63	34	0	2	2	1	7	52
24	73	0	2	2	1	7	53
24	74	0	2	2	1	7	54
66	75	0	2	2	1	7	55
66	76	0	2	2	1	7	56
